Date,Days_Since_Start,Smartphone_Users_Millions,Data_Consumption_PB
2016-03-30,819,212.02,189.78
2016-03-31,820,211.91,199.76
2016-04-01,821,210.0,180.55
2016-04-02,822,213.84,183.76
2016-04-03,823,208.07,183.97
2016-04-04,824,211.58,180.05
2016-04-05,825,211.7,179.86
2016-04-06,826,214.1,181.07
2016-04-07,827,212.4,179.76
2016-04-08,828,210.49,174.6
2016-04-09,829,209.58,178.09
2016-04-10,830,210.99,177.48
2016-04-11,831,212.68,179.3
2016-04-12,832,212.59,173.18
2016-04-13,833,212.1,195.78
2016-04-14,834,211.14,188.6
2016-04-15,835,212.1,185.76
2016-04-16,836,214.54,177.35
2016-04-17,837,210.35,191.33
2016-04-18,838,212.64,184.32
2016-04-19,839,215.82,188.24
2016-04-20,840,213.71,188.54
2016-04-21,841,211.7,184.9
2016-04-22,842,213.95,197.74
2016-04-23,843,211.14,177.68
2016-04-24,844,212.67,180.27
2016-04-25,845,215.78,190.88
2016-04-26,846,216.48,187.93
2016-04-27,847,209.29,189.74
2016-04-28,848,214.12,197.33
2016-04-29,849,216.63,203.99
2016-04-30,850,211.66,195.81
2016-05-01,851,213.28,184.74
2016-05-02,852,215.79,187.93
2016-05-03,853,211.81,182.69
2016-05-04,854,213.71,199.52
2016-05-05,855,212.71,184.9
2016-05-06,856,208.99,175.7
2016-05-07,857,213.55,177.48
2016-05-08,858,212.5,194.6
2016-05-09,859,214.74,180.17
2016-05-10,860,217.09,164.33
2016-05-11,861,214.28,195.7
2016-05-12,862,212.2,190.3
2016-05-13,863,213.85,195.97
2016-05-14,864,213.36,197.84
2016-05-15,865,215.02,194.42
2016-05-16,866,210.11,189.32
2016-05-17,867,210.67,186.41
2016-05-18,868,208.93,176.65
2016-05-19,869,214.25,167.63
2016-05-20,870,213.01,168.19
2016-05-21,871,211.78,190.61
2016-05-22,872,211.63,194.79
2016-05-23,873,211.95,187.38
2016-05-24,874,211.25,178.87
2016-05-25,875,212.48,193.91
2016-05-26,876,212.15,187.02
2016-05-27,877,215.93,190.43
2016-05-28,878,213.82,185.04
2016-05-29,879,211.55,175.16
2016-05-30,880,212.03,177.21
2016-05-31,881,215.61,194.01
2016-06-01,882,214.13,205.26
2016-06-02,883,213.84,206.41
2016-06-03,884,214.7,187.7
2016-06-04,885,216.45,195.45
2016-06-05,886,210.86,185.62
2016-06-06,887,211.81,188.81
2016-06-07,888,209.84,189.88
2016-06-08,889,214.32,198.4
2016-06-09,890,212.59,176.58
2016-06-10,891,212.02,205.25
2016-06-11,892,211.86,186.19
2016-06-12,893,214.78,180.02
2016-06-13,894,213.13,211.64
2016-06-14,895,212.36,179.02
2016-06-15,896,215.95,190.45
2016-06-16,897,211.36,179.84
2016-06-17,898,210.94,198.67
2016-06-18,899,218.67,166.27
2016-06-19,900,212.76,191.73
2016-06-20,901,212.43,172.21
2016-06-21,902,212.08,203.41
2016-06-22,903,213.27,209.81
2016-06-23,904,215.13,198.94
2016-06-24,905,215.08,182.52
2016-06-25,906,214.68,201.66
2016-06-26,907,213.05,210.68
2016-06-27,908,210.64,189.36
2016-06-28,909,214.2,185.96
2016-06-29,910,216.69,206.39
2016-06-30,911,215.8,177.7
2016-07-01,912,213.34,186.14
2016-07-02,913,215.3,190.11
2016-07-03,914,212.94,190.01
2016-07-04,915,213.61,200.4
2016-07-05,916,211.27,185.99
2016-07-06,917,213.12,177.91
2016-07-07,918,214.05,175.69
2016-07-08,919,213.45,187.8
2016-07-09,920,215.34,195.45
2016-07-10,921,217.58,202.25
2016-07-11,922,216.47,197.94
2016-07-12,923,213.24,175.37
2016-07-13,924,212.4,194.21
2016-07-14,925,212.57,182.04
2016-07-15,926,211.93,201.21
2016-07-16,927,213.97,186.8
2016-07-17,928,214.76,187.68
2016-07-18,929,214.3,184.57
2016-07-19,930,214.34,200.02
2016-07-20,931,214.28,189.08
2016-07-21,932,213.72,217.27
2016-07-22,933,212.51,200.49
2016-07-23,934,217.46,181.09
2016-07-24,935,216.12,191.4
2016-07-25,936,212.22,199.11
2016-07-26,937,212.24,196.65
2016-07-27,938,212.9,195.37
2016-07-28,939,214.15,192.76
2016-07-29,940,216.62,176.87
2016-07-30,941,216.14,176.92
2016-07-31,942,216.27,200.14
2016-08-01,943,216.32,185.8
2016-08-02,944,216.37,192.38
2016-08-03,945,215.65,198.01
2016-08-04,946,215.1,172.31
2016-08-05,947,213.97,171.41
2016-08-06,948,210.73,193.09
2016-08-07,949,213.98,184.5
2016-08-08,950,217.85,189.98
2016-08-09,951,213.19,201.13
2016-08-10,952,213.03,186.96
2016-08-11,953,216.33,191.7
2016-08-12,954,214.47,193.72
2016-08-13,955,213.36,172.64
2016-08-14,956,217.46,210.6
2016-08-15,957,215.6,195.84
2016-08-16,958,215.89,186.54
2016-08-17,959,213.26,201.29
2016-08-18,960,215.39,182.33
2016-08-19,961,215.17,184.57
2016-08-20,962,215.98,179.81
2016-08-21,963,216.74,190.44
2016-08-22,964,216.71,185.28
2016-08-23,965,214.82,193.86
2016-08-24,966,215.87,185.4
2016-08-25,967,212.21,191.78
2016-08-26,968,215.81,196.45
2016-08-27,969,215.9,196.08
2016-08-28,970,213.77,194.23
2016-08-29,971,213.02,190.71
2016-08-30,972,214.46,182.81
2016-08-31,973,212.17,169.36
2016-09-01,974,215.29,195.27
2016-09-02,975,215.21,177.67
2016-09-03,976,212.74,193.15
2016-09-04,977,214.75,190.86
2016-09-05,978,216.81,192.54
2016-09-06,979,216.81,193.11
2016-09-07,980,216.72,198.73
2016-09-08,981,214.41,181.43
2016-09-09,982,214.05,194.06
2016-09-10,983,213.96,201.64
2016-09-11,984,215.95,200.33
2016-09-12,985,219.48,206.34
2016-09-13,986,217.6,191.03
2016-09-14,987,217.98,193.31
2016-09-15,988,217.52,212.51
2016-09-16,989,211.61,194.12
2016-09-17,990,214.45,193.96
2016-09-18,991,214.0,201.03
2016-09-19,992,217.38,185.04
2016-09-20,993,218.27,193.16
2016-09-21,994,213.58,195.17
2016-09-22,995,215.0,191.31
2016-09-23,996,216.05,207.87
2016-09-24,997,213.98,195.51
2016-09-25,998,213.71,199.78
2016-09-26,999,213.63,182.66
2016-09-27,1000,216.77,193.33
2016-09-28,1001,213.2,190.34
2016-09-29,1002,217.3,199.09
2016-09-30,1003,215.22,197.13
2016-10-01,1004,216.56,193.38
2016-10-02,1005,218.17,200.46
2016-10-03,1006,213.75,212.06
2016-10-04,1007,213.47,191.26
2016-10-05,1008,215.97,186.47
2016-10-06,1009,213.07,202.73
2016-10-07,1010,213.69,206.03
2016-10-08,1011,214.94,194.09
2016-10-09,1012,215.49,202.33
2016-10-10,1013,212.71,170.12
2016-10-11,1014,214.45,196.65
2016-10-12,1015,216.39,191.68
2016-10-13,1016,217.93,216.74
2016-10-14,1017,211.34,191.82
2016-10-15,1018,217.88,213.11
2016-10-16,1019,217.04,192.31
2016-10-17,1020,213.13,188.3
2016-10-18,1021,212.38,185.15
2016-10-19,1022,216.16,181.84
2016-10-20,1023,214.51,186.55
2016-10-21,1024,215.63,204.13
2016-10-22,1025,217.09,179.08
2016-10-23,1026,214.65,193.33
2016-10-24,1027,215.73,204.37
2016-10-25,1028,216.37,196.37
2016-10-26,1029,217.21,199.7
2016-10-27,1030,218.96,199.38
2016-10-28,1031,218.85,201.07
2016-10-29,1032,215.96,174.54
2016-10-30,1033,215.02,207.82
2016-10-31,1034,220.24,200.65
2016-11-01,1035,216.8,188.85
2016-11-02,1036,216.39,191.1
2016-11-03,1037,213.36,190.28
2016-11-04,1038,217.12,201.45
2016-11-05,1039,214.04,180.53
2016-11-06,1040,214.69,180.3
2016-11-07,1041,212.96,178.41
2016-11-08,1042,214.6,201.71
2016-11-09,1043,215.77,184.68
2016-11-10,1044,212.68,192.53
2016-11-11,1045,213.89,180.92
2016-11-12,1046,215.54,192.98
2016-11-13,1047,213.19,186.85
2016-11-14,1048,213.23,184.54
2016-11-15,1049,214.08,203.74
2016-11-16,1050,212.95,192.67
2016-11-17,1051,216.99,185.42
2016-11-18,1052,213.8,216.22
2016-11-19,1053,217.33,185.9
2016-11-20,1054,217.65,183.88
2016-11-21,1055,213.44,175.5
2016-11-22,1056,215.92,210.24
2016-11-23,1057,214.9,195.46
2016-11-24,1058,213.61,195.74
2016-11-25,1059,215.22,204.67
2016-11-26,1060,215.42,195.16
2016-11-27,1061,217.33,202.66
2016-11-28,1062,217.97,212.71
2016-11-29,1063,213.75,195.2
2016-11-30,1064,215.15,201.87
2016-12-01,1065,217.03,197.45
2016-12-02,1066,218.34,197.89
2016-12-03,1067,211.14,204.92
2016-12-04,1068,218.57,202.52
2016-12-05,1069,215.7,197.2
2016-12-06,1070,219.11,178.36
2016-12-07,1071,215.22,185.22
2016-12-08,1072,214.42,186.64
2016-12-09,1073,216.18,194.73
2016-12-10,1074,218.44,200.48
2016-12-11,1075,216.19,196.53
2016-12-12,1076,211.44,189.59
2016-12-13,1077,217.52,199.5
2016-12-14,1078,212.96,195.98
2016-12-15,1079,214.23,202.39
2016-12-16,1080,213.88,175.58
2016-12-17,1081,212.55,202.3
2016-12-18,1082,213.73,212.57
2016-12-19,1083,214.27,204.92
2016-12-20,1084,215.04,189.96
2016-12-21,1085,216.17,186.2
2016-12-22,1086,215.62,194.12
2016-12-23,1087,213.34,206.29
2016-12-24,1088,215.96,197.76
2016-12-25,1089,218.28,176.91
2016-12-26,1090,218.25,164.06
2016-12-27,1091,216.63,197.61
2016-12-28,1092,217.62,220.03
2016-12-29,1093,218.18,180.98
2016-12-30,1094,219.13,191.24
2016-12-31,1095,219.82,198.27
2017-01-01,1096,215.8,197.92
2017-01-02,1097,215.91,203.63
2017-01-03,1098,219.42,181.85
2017-01-04,1099,219.61,198.92
2017-01-05,1100,219.58,191.27
2017-01-06,1101,211.83,199.89
2017-01-07,1102,216.09,198.86
2017-01-08,1103,210.03,201.28
2017-01-09,1104,218.02,184.37
2017-01-10,1105,216.69,184.4
2017-01-11,1106,216.69,188.4
2017-01-12,1107,216.33,190.5
2017-01-13,1108,219.23,190.39
2017-01-14,1109,216.05,182.46
2017-01-15,1110,218.72,191.3
2017-01-16,1111,217.77,180.15
2017-01-17,1112,217.39,205.92
2017-01-18,1113,217.62,191.36
2017-01-19,1114,216.93,183.03
2017-01-20,1115,214.54,195.51
2017-01-21,1116,218.17,180.63
2017-01-22,1117,218.18,200.35
2017-01-23,1118,216.48,191.85
2017-01-24,1119,218.25,214.04
2017-01-25,1120,218.6,202.45
2017-01-26,1121,214.25,185.84
2017-01-27,1122,216.55,204.37
2017-01-28,1123,215.96,196.26
2017-01-29,1124,215.05,200.93
2017-01-30,1125,217.52,165.58
2017-01-31,1126,215.2,189.93
2017-02-01,1127,216.04,190.66
2017-02-02,1128,217.41,209.08
2017-02-03,1129,217.63,185.67
2017-02-04,1130,217.59,199.91
2017-02-05,1131,221.43,197.78
2017-02-06,1132,215.97,181.34
2017-02-07,1133,217.5,190.73
2017-02-08,1134,214.6,199.51
2017-02-09,1135,217.99,194.8
2017-02-10,1136,219.35,196.17
2017-02-11,1137,219.48,197.26
2017-02-12,1138,215.8,195.97
2017-02-13,1139,216.53,198.82
2017-02-14,1140,219.62,197.38
2017-02-15,1141,216.93,181.34
2017-02-16,1142,219.05,195.6
2017-02-17,1143,215.2,195.54
2017-02-18,1144,219.93,214.82
2017-02-19,1145,219.23,187.89
2017-02-20,1146,218.12,212.64
2017-02-21,1147,215.61,189.65
2017-02-22,1148,216.9,211.99
2017-02-23,1149,217.54,176.09
2017-02-24,1150,217.78,193.98
2017-02-25,1151,217.06,172.8
2017-02-26,1152,216.84,181.58
2017-02-27,1153,217.68,192.33
2017-02-28,1154,220.1,203.46
2017-03-01,1155,213.31,185.48
2017-03-02,1156,214.6,196.71
2017-03-03,1157,214.27,185.81
2017-03-04,1158,216.0,211.48
2017-03-05,1159,213.9,187.96
2017-03-06,1160,218.51,217.07
2017-03-07,1161,217.61,214.75
2017-03-08,1162,216.92,187.18
2017-03-09,1163,216.08,200.85
2017-03-10,1164,217.77,192.34
2017-03-11,1165,217.83,211.66
2017-03-12,1166,218.15,200.56
2017-03-13,1167,216.05,213.85
2017-03-14,1168,218.82,196.06
2017-03-15,1169,214.6,191.58
2017-03-16,1170,220.05,191.14
2017-03-17,1171,211.41,193.34
2017-03-18,1172,216.39,200.18
2017-03-19,1173,215.19,195.76
2017-03-20,1174,219.19,201.31
2017-03-21,1175,214.65,202.24
2017-03-22,1176,221.28,199.27
2017-03-23,1177,214.57,188.26
2017-03-24,1178,221.73,190.41
2017-03-25,1179,218.58,192.33
2017-03-26,1180,217.76,193.95
2017-03-27,1181,218.59,208.15
2017-03-28,1182,222.12,210.0
2017-03-29,1183,219.53,191.58
2017-03-30,1184,213.29,199.82
2017-03-31,1185,220.16,190.36
2017-04-01,1186,218.25,206.19
2017-04-02,1187,214.57,178.83
2017-04-03,1188,219.34,208.6
2017-04-04,1189,215.41,193.92
2017-04-05,1190,218.21,200.41
2017-04-06,1191,218.33,197.03
2017-04-07,1192,216.58,186.24
2017-04-08,1193,219.19,200.1
2017-04-09,1194,215.87,196.32
2017-04-10,1195,218.31,205.75
2017-04-11,1196,216.85,203.28
2017-04-12,1197,217.59,209.98
2017-04-13,1198,221.82,206.64
2017-04-14,1199,218.21,186.85
2017-04-15,1200,215.83,204.13
2017-04-16,1201,217.78,185.95
2017-04-17,1202,216.49,189.79
2017-04-18,1203,218.1,198.92
2017-04-19,1204,218.38,190.19
2017-04-20,1205,218.24,194.5
2017-04-21,1206,218.26,208.53
2017-04-22,1207,217.02,191.4
2017-04-23,1208,219.02,190.15
2017-04-24,1209,220.25,187.24
2017-04-25,1210,216.91,225.72
2017-04-26,1211,218.05,193.94
2017-04-27,1212,218.3,199.0
2017-04-28,1213,220.7,201.07
2017-04-29,1214,220.37,211.48
2017-04-30,1215,216.76,191.81
2017-05-01,1216,218.38,189.84
2017-05-02,1217,215.27,192.54
2017-05-03,1218,216.34,189.44
2017-05-04,1219,218.32,184.54
2017-05-05,1220,219.56,181.1
2017-05-06,1221,220.22,200.82
2017-05-07,1222,217.71,194.19
2017-05-08,1223,215.64,210.67
2017-05-09,1224,219.15,194.43
2017-05-10,1225,218.03,195.15
2017-05-11,1226,219.24,211.82
2017-05-12,1227,218.73,182.51
2017-05-13,1228,219.85,208.07
2017-05-14,1229,219.74,191.93
2017-05-15,1230,220.14,189.17
2017-05-16,1231,217.55,202.19
2017-05-17,1232,220.47,202.04
2017-05-18,1233,217.49,187.13
2017-05-19,1234,218.68,201.89
2017-05-20,1235,222.25,217.77
2017-05-21,1236,219.25,208.11
2017-05-22,1237,216.22,198.72
2017-05-23,1238,221.55,196.28
2017-05-24,1239,220.59,200.2
2017-05-25,1240,220.88,206.08
2017-05-26,1241,219.01,197.62
2017-05-27,1242,219.32,204.68
2017-05-28,1243,218.18,208.94
2017-05-29,1244,217.26,183.74
2017-05-30,1245,221.73,203.8
2017-05-31,1246,217.95,204.13
2017-06-01,1247,217.74,196.3
2017-06-02,1248,217.83,192.63
2017-06-03,1249,222.46,217.81
2017-06-04,1250,220.51,200.38
2017-06-05,1251,218.03,198.41
2017-06-06,1252,218.69,194.44
2017-06-07,1253,219.82,197.75
2017-06-08,1254,220.57,198.36
2017-06-09,1255,215.6,196.4
2017-06-10,1256,220.65,186.55
2017-06-11,1257,218.42,183.65
2017-06-12,1258,217.5,192.75
2017-06-13,1259,218.1,196.08
2017-06-14,1260,220.48,195.64
2017-06-15,1261,222.43,210.03
2017-06-16,1262,219.23,200.07
2017-06-17,1263,220.06,208.24
2017-06-18,1264,217.33,201.18
2017-06-19,1265,219.96,178.77
2017-06-20,1266,220.64,206.32
2017-06-21,1267,216.03,212.33
2017-06-22,1268,217.99,201.0
2017-06-23,1269,220.62,201.03
2017-06-24,1270,215.53,186.15
2017-06-25,1271,218.32,202.25
2017-06-26,1272,220.28,191.12
2017-06-27,1273,215.71,180.4
2017-06-28,1274,218.32,202.15
2017-06-29,1275,219.23,208.94
2017-06-30,1276,220.92,199.19
2017-07-01,1277,216.6,196.86
2017-07-02,1278,221.39,195.74
2017-07-03,1279,219.8,217.05
2017-07-04,1280,221.59,206.42
2017-07-05,1281,221.54,199.21
2017-07-06,1282,219.91,198.35
2017-07-07,1283,220.22,202.92
2017-07-08,1284,215.78,208.96
2017-07-09,1285,216.57,193.3
2017-07-10,1286,217.28,190.47
2017-07-11,1287,218.61,203.44
2017-07-12,1288,221.19,201.19
2017-07-13,1289,215.77,183.51
2017-07-14,1290,218.71,199.2
2017-07-15,1291,216.72,195.78
2017-07-16,1292,216.26,194.49
2017-07-17,1293,222.35,204.88
2017-07-18,1294,219.61,203.6
2017-07-19,1295,222.7,220.39
2017-07-20,1296,221.81,209.26
2017-07-21,1297,217.61,208.05
2017-07-22,1298,215.76,193.77
2017-07-23,1299,223.63,204.59
2017-07-24,1300,218.69,193.98
2017-07-25,1301,217.23,192.58
2017-07-26,1302,220.91,210.71
2017-07-27,1303,219.82,223.15
2017-07-28,1304,218.22,207.25
2017-07-29,1305,218.88,204.92
2017-07-30,1306,219.91,207.03
2017-07-31,1307,219.75,209.55
2017-08-01,1308,221.13,201.98
2017-08-02,1309,218.93,200.41
2017-08-03,1310,218.96,207.26
2017-08-04,1311,220.87,218.53
2017-08-05,1312,220.31,202.97
2017-08-06,1313,221.88,187.01
2017-08-07,1314,219.21,209.1
2017-08-08,1315,219.53,203.63
2017-08-09,1316,217.43,192.13
2017-08-10,1317,222.75,195.97
2017-08-11,1318,216.98,168.26
2017-08-12,1319,220.19,194.56
2017-08-13,1320,218.02,198.33
2017-08-14,1321,220.49,207.55
2017-08-15,1322,221.32,202.65
2017-08-16,1323,216.57,189.6
2017-08-17,1324,219.44,197.63
2017-08-18,1325,216.36,199.72
2017-08-19,1326,222.7,210.2
2017-08-20,1327,219.02,204.31
2017-08-21,1328,216.77,208.11
2017-08-22,1329,218.53,182.08
2017-08-23,1330,222.57,206.39
2017-08-24,1331,222.94,207.56
2017-08-25,1332,222.52,195.03
2017-08-26,1333,218.43,203.15
2017-08-27,1334,219.71,197.05
2017-08-28,1335,223.29,193.04
2017-08-29,1336,218.58,188.51
2017-08-30,1337,219.39,207.35
2017-08-31,1338,218.16,206.8
2017-09-01,1339,217.76,211.57
2017-09-02,1340,222.51,212.03
2017-09-03,1341,221.38,208.54
2017-09-04,1342,221.03,192.89
2017-09-05,1343,221.3,201.75
2017-09-06,1344,222.2,201.77
2017-09-07,1345,223.2,225.24
2017-09-08,1346,220.18,194.31
2017-09-09,1347,219.52,189.64
2017-09-10,1348,218.17,191.41
2017-09-11,1349,222.4,214.76
2017-09-12,1350,219.22,195.96
2017-09-13,1351,217.28,208.0
2017-09-14,1352,219.74,197.67
2017-09-15,1353,220.34,213.47
2017-09-16,1354,221.98,189.3
2017-09-17,1355,222.33,200.43
2017-09-18,1356,218.88,208.04
2017-09-19,1357,218.75,199.74
2017-09-20,1358,219.71,193.93
2017-09-21,1359,217.96,215.68
2017-09-22,1360,220.18,189.32
2017-09-23,1361,221.34,195.77
2017-09-24,1362,220.52,214.82
2017-09-25,1363,217.22,217.86
2017-09-26,1364,218.08,201.59
2017-09-27,1365,223.05,193.2
2017-09-28,1366,218.46,189.3
2017-09-29,1367,221.98,196.29
2017-09-30,1368,221.78,203.78
2017-10-01,1369,219.89,216.43
2017-10-02,1370,218.56,211.15
2017-10-03,1371,220.99,213.67
2017-10-04,1372,218.81,197.49
2017-10-05,1373,220.24,210.95
2017-10-06,1374,220.82,211.97
2017-10-07,1375,219.19,211.18
2017-10-08,1376,220.19,203.46
2017-10-09,1377,220.04,199.48
2017-10-10,1378,218.2,213.09
2017-10-11,1379,220.3,219.34
2017-10-12,1380,219.43,200.92
2017-10-13,1381,217.07,204.78
2017-10-14,1382,220.05,214.51
2017-10-15,1383,220.18,218.94
2017-10-16,1384,219.55,220.76
2017-10-17,1385,216.65,201.39
2017-10-18,1386,222.34,218.26
2017-10-19,1387,222.17,193.68
2017-10-20,1388,222.12,183.77
2017-10-21,1389,221.48,200.79
2017-10-22,1390,218.34,206.0
2017-10-23,1391,221.11,189.88
2017-10-24,1392,219.02,201.65
2017-10-25,1393,225.27,209.86
2017-10-26,1394,219.87,203.6
2017-10-27,1395,222.26,208.43
2017-10-28,1396,217.84,213.31
2017-10-29,1397,218.6,200.27
2017-10-30,1398,219.9,199.34
2017-10-31,1399,222.39,211.33
2017-11-01,1400,222.1,216.25
2017-11-02,1401,221.59,201.02
2017-11-03,1402,217.32,215.41
2017-11-04,1403,223.31,214.06
2017-11-05,1404,219.21,199.72
2017-11-06,1405,224.31,207.25
2017-11-07,1406,224.82,200.23
2017-11-08,1407,222.76,213.14
2017-11-09,1408,223.1,207.68
2017-11-10,1409,218.61,222.7
2017-11-11,1410,226.31,183.77
2017-11-12,1411,221.6,193.5
2017-11-13,1412,223.18,201.76
2017-11-14,1413,219.48,209.03
2017-11-15,1414,221.08,201.58
2017-11-16,1415,218.85,196.33
2017-11-17,1416,220.76,209.12
2017-11-18,1417,221.29,201.2
2017-11-19,1418,221.78,208.18
2017-11-20,1419,224.08,216.5
2017-11-21,1420,222.26,215.87
2017-11-22,1421,221.8,190.52
2017-11-23,1422,221.41,198.3
2017-11-24,1423,225.37,213.13
2017-11-25,1424,220.2,202.92
2017-11-26,1425,223.75,199.95
2017-11-27,1426,217.47,208.49
2017-11-28,1427,219.65,205.16
2017-11-29,1428,222.24,210.88
2017-11-30,1429,221.11,214.36
2017-12-01,1430,227.46,206.94
2017-12-02,1431,226.62,220.07
2017-12-03,1432,218.44,205.25
2017-12-04,1433,219.35,206.85
2017-12-05,1434,221.23,215.85
2017-12-06,1435,225.01,192.99
2017-12-07,1436,223.81,191.62
2017-12-08,1437,222.21,195.34
2017-12-09,1438,218.74,212.28
2017-12-10,1439,219.9,205.98
2017-12-11,1440,216.23,196.43
2017-12-12,1441,218.55,193.54
2017-12-13,1442,222.49,190.23
2017-12-14,1443,223.23,210.41
2017-12-15,1444,219.06,203.97
2017-12-16,1445,221.9,210.24
2017-12-17,1446,224.95,217.89
2017-12-18,1447,222.04,209.43
2017-12-19,1448,221.12,219.18
2017-12-20,1449,222.97,203.43
2017-12-21,1450,222.81,222.05
2017-12-22,1451,221.94,210.82
2017-12-23,1452,220.72,200.42
2017-12-24,1453,220.96,207.65
2017-12-25,1454,222.0,227.96
2017-12-26,1455,220.74,193.47
2017-12-27,1456,224.52,202.88
2017-12-28,1457,223.65,203.97
2017-12-29,1458,224.06,210.1
2017-12-30,1459,225.95,210.59
2017-12-31,1460,225.07,227.54
2018-01-01,1461,224.76,207.06
2018-01-02,1462,222.68,213.88
2018-01-03,1463,221.57,201.58
2018-01-04,1464,226.57,199.69
2018-01-05,1465,220.64,204.32
2018-01-06,1466,220.76,203.51
2018-01-07,1467,220.28,212.15
2018-01-08,1468,222.46,220.2
2018-01-09,1469,222.88,203.25
2018-01-10,1470,224.12,219.3
2018-01-11,1471,221.62,196.78
2018-01-12,1472,218.62,221.37
2018-01-13,1473,222.74,193.28
2018-01-14,1474,224.07,203.71
2018-01-15,1475,222.2,209.62
2018-01-16,1476,221.88,203.29
2018-01-17,1477,223.29,197.08
2018-01-18,1478,225.04,216.34
2018-01-19,1479,222.06,197.37
2018-01-20,1480,219.37,214.36
2018-01-21,1481,221.09,192.17
2018-01-22,1482,221.91,217.12
2018-01-23,1483,218.65,212.5
2018-01-24,1484,223.81,213.67
2018-01-25,1485,220.75,216.34
2018-01-26,1486,223.31,206.24
2018-01-27,1487,222.7,207.21
2018-01-28,1488,221.7,218.2
2018-01-29,1489,225.6,199.97
2018-01-30,1490,221.23,203.98
2018-01-31,1491,221.02,204.33
2018-02-01,1492,222.97,205.79
2018-02-02,1493,224.08,206.2
2018-02-03,1494,222.41,183.82
2018-02-04,1495,220.46,205.84
2018-02-05,1496,223.83,211.38
2018-02-06,1497,223.67,220.63
2018-02-07,1498,226.62,218.63
2018-02-08,1499,222.05,201.52
2018-02-09,1500,222.93,205.35
2018-02-10,1501,221.38,197.67
2018-02-11,1502,219.56,201.81
2018-02-12,1503,222.7,201.92
2018-02-13,1504,224.26,219.73
2018-02-14,1505,220.55,209.87
2018-02-15,1506,221.24,212.54
2018-02-16,1507,220.26,202.34
2018-02-17,1508,225.3,208.5
2018-02-18,1509,221.37,211.89
2018-02-19,1510,223.81,201.13
2018-02-20,1511,220.94,211.66
2018-02-21,1512,222.83,216.63
2018-02-22,1513,221.44,201.43
2018-02-23,1514,218.02,204.31
2018-02-24,1515,222.88,199.96
2018-02-25,1516,223.8,225.16
2018-02-26,1517,218.59,209.27
2018-02-27,1518,222.42,218.64
2018-02-28,1519,221.92,205.54
2018-03-01,1520,220.64,198.16
2018-03-02,1521,222.31,207.15
2018-03-03,1522,218.95,218.87
2018-03-04,1523,223.35,224.8
2018-03-05,1524,225.23,218.12
2018-03-06,1525,220.35,206.52
2018-03-07,1526,222.76,212.57
2018-03-08,1527,225.76,221.63
2018-03-09,1528,223.16,199.06
2018-03-10,1529,221.9,216.7
2018-03-11,1530,221.13,199.53
2018-03-12,1531,223.32,211.86
2018-03-13,1532,222.71,215.96
2018-03-14,1533,224.26,212.87
2018-03-15,1534,219.97,207.69
2018-03-16,1535,225.18,223.48
2018-03-17,1536,222.23,204.72
2018-03-18,1537,224.34,206.94
2018-03-19,1538,221.63,199.18
2018-03-20,1539,220.49,209.12
2018-03-21,1540,221.97,215.83
2018-03-22,1541,221.21,206.87
2018-03-23,1542,222.38,190.35
2018-03-24,1543,224.44,214.83
2018-03-25,1544,225.32,217.4
2018-03-26,1545,223.58,201.61
2018-03-27,1546,222.11,206.51
2018-03-28,1547,222.3,209.21
2018-03-29,1548,224.4,203.14
2018-03-30,1549,225.51,214.11
2018-03-31,1550,222.6,210.04
2018-04-01,1551,223.01,198.34
2018-04-02,1552,221.78,181.9
2018-04-03,1553,223.71,201.15
2018-04-04,1554,225.22,225.03
2018-04-05,1555,217.51,216.83
2018-04-06,1556,223.85,207.19
2018-04-07,1557,222.25,198.62
2018-04-08,1558,218.71,220.22
2018-04-09,1559,224.01,217.24
2018-04-10,1560,223.22,221.92
2018-04-11,1561,224.15,228.58
2018-04-12,1562,220.7,212.15
2018-04-13,1563,227.72,214.33
2018-04-14,1564,223.68,202.9
2018-04-15,1565,222.79,210.98
2018-04-16,1566,226.54,202.98
2018-04-17,1567,224.81,221.62
2018-04-18,1568,225.19,209.41
2018-04-19,1569,225.86,227.44
2018-04-20,1570,219.41,203.65
2018-04-21,1571,226.9,217.27
2018-04-22,1572,222.89,202.19
2018-04-23,1573,224.17,219.37
2018-04-24,1574,225.46,203.88
2018-04-25,1575,222.2,221.95
2018-04-26,1576,224.28,216.33
2018-04-27,1577,225.18,193.85
2018-04-28,1578,223.59,197.03
2018-04-29,1579,224.67,213.7
2018-04-30,1580,220.49,207.48
2018-05-01,1581,221.33,228.16
2018-05-02,1582,221.43,200.23
2018-05-03,1583,224.49,209.26
2018-05-04,1584,231.25,216.71
2018-05-05,1585,224.3,213.45
2018-05-06,1586,223.49,227.36
2018-05-07,1587,223.68,209.88
2018-05-08,1588,225.79,196.93
2018-05-09,1589,225.26,227.4
2018-05-10,1590,221.56,213.25
2018-05-11,1591,225.9,198.1
2018-05-12,1592,223.83,204.46
2018-05-13,1593,225.53,209.34
2018-05-14,1594,219.91,209.14
2018-05-15,1595,220.82,216.47
2018-05-16,1596,225.13,209.77
2018-05-17,1597,220.35,203.21
2018-05-18,1598,224.75,202.37
2018-05-19,1599,224.66,210.17
2018-05-20,1600,224.29,212.23
2018-05-21,1601,224.73,216.43
2018-05-22,1602,224.56,190.68
2018-05-23,1603,224.94,203.42
