State,City,Station,LastUpdate,Latitude,Longitude,PM2.5,PM10,SO2,CO,OZONE,NO2,NH3,Unknown
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",20-11-2023 12:00:00,23.218135,79.957770,,,,,,,,
Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",20-11-2023 12:00:00,23.50016,80.23284,,,,,,,,
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",20-11-2023 12:00:00,24.2613009,80.7231783,,,,,,,,
Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",20-11-2023 12:00:00,23.108440,77.511428,,,,,,,,
Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",20-11-2023 12:00:00,22.624758,75.675238,,,,,,,,
Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",20-11-2023 12:00:00,23.331731,75.045981,,,,,,,,
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",20-11-2023 12:00:00,23.838586,78.759431,,,,,,,,
Madhya Pradesh,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",20-11-2023 12:00:00,23.8640158,78.80289321,,,,,,,,
Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",20-11-2023 12:00:00,24.58434363,80.8549414,,,,,,,,
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",20-11-2023 12:00:00,24.108970,82.645580,,,,,,,,
Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",20-11-2023 12:00:00,23.182719 ,75.768218 ,,,,,,,,
Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",20-11-2023 12:00:00,19.10122,74.73339,,,,,,,,
Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",20-11-2023 12:00:00,20.719516,77.000253,,,,,,,,
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",20-11-2023 12:00:00,20.9402359,77.7895248,,,,,,,,
Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",20-11-2023 12:00:00,20.939198,77.765701,,,,,,,,
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",20-11-2023 12:00:00,19.8389439,75.244448,,,,,,,,
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",20-11-2023 12:00:00,19.863756,75.321188,,,,,,,,
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",20-11-2023 12:00:00,19.16485,73.23409,,,,,,,,
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",20-11-2023 12:00:00,19.0243902,73.0406721,,,,,,,,
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",20-11-2023 12:00:00,19.309073,73.057223,,,,,,,,
Maharashtra,Boisar,"Khaira, Boisar - MPCB",20-11-2023 12:00:00,19.786089,72.757971,,,,,,,,
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",20-11-2023 12:00:00,19.962900,79.298714,,,,,,,,
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",20-11-2023 12:00:00,19.9775302,79.2337086,,,,,,,,
Maharashtra,Dhule,"Deopur, Dhule - MPCB",20-11-2023 12:00:00,20.918946,74.776388,,,,,,,,
Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",20-11-2023 12:00:00,21.001264,75.565602,,,,,,,,
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",20-11-2023 12:00:00,19.854616,75.905894,,,,,,,,
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",20-11-2023 12:00:00,19.25292,73.142019,,,,,,,,
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",20-11-2023 12:00:00,16.6870449,74.2505872,,,,,,,,
Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",20-11-2023 12:00:00,16.7143745,74.2426398,,,,,,,,
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",20-11-2023 12:00:00,18.39963,76.57452,,,,,,,,
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",20-11-2023 12:00:00,18.1023399,73.4783687,,,,,,,,
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",20-11-2023 12:00:00,20.555712,74.529236,,,,,,,,
Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",20-11-2023 12:00:00,19.296481,72.840923,,,,,,,,
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",20-11-2023 12:00:00,19.053536,72.84643,,,,,,,,
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",20-11-2023 12:00:00,19.065931,72.862131,,,,,,,,
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",20-11-2023 12:00:00,19.23241,72.86895,,,,,,,,
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",20-11-2023 12:00:00,19.2243333,72.8658113,,,,,,,,
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",20-11-2023 12:00:00,18.9767,72.8380,,,,,,,,
Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",20-11-2023 12:00:00,19.11074,72.86084,,,,,,,,
Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",20-11-2023 12:00:00,19.0364585,72.8954371,,,,,,,,
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",20-11-2023 12:00:00,19.10078,72.87462,,,,,,,,
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",20-11-2023 12:00:00,18.910000,72.820000,,,,,,,,
Maharashtra,Mumbai,"Deonar, Mumbai - IITM",20-11-2023 12:00:00,19.04946,72.9230,,,,,,,,
Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",20-11-2023 12:00:00,19.083694,72.920967,,,,,,,,
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",20-11-2023 12:00:00,19.205800,72.868200,,,,,,,,
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",20-11-2023 12:00:00,19.215859,72.831718,,,,,,,,
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",20-11-2023 12:00:00,19.0632143,72.8456324,,,,,,,,
Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",20-11-2023 12:00:00,19.1653323,72.922099,,,,,,,,
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",20-11-2023 12:00:00,19.0863,72.8888,,,,,,,,
Maharashtra,Mumbai,"Malad West, Mumbai - IITM",20-11-2023 12:00:00,19.19709,72.82204,,,,,,,,
Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",20-11-2023 12:00:00,18.96702,72.84214,,,,,,,,
Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",20-11-2023 12:00:00,19.1878657,72.8304069,,,,,,,,
Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",20-11-2023 12:00:00,19.1750,72.9419,,,,,,,,
Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",20-11-2023 12:00:00,18.897756,72.813320,,,,,,,,
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",20-11-2023 12:00:00,19.137500,72.915056,,,,,,,,
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",20-11-2023 12:00:00,19.060498,72.923356,,,,,,,,
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",20-11-2023 12:00:00,19.000083,72.813993,,,,,,,,
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",20-11-2023 12:00:00,19.047000,72.874600,,,,,,,,
Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",20-11-2023 12:00:00,19.383200,72.820400,,,,,,,,
Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",20-11-2023 12:00:00,19.10861,72.83622,,,,,,,,
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",20-11-2023 12:00:00,18.9936162,72.8128113,,,,,,,,
Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",20-11-2023 12:00:00,21.121801,79.04952,,,,,,,,
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",20-11-2023 12:00:00,21.14472,79.107595,,,,,,,,
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",20-11-2023 12:00:00,21.152875,79.0517531,,,,,,,,
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",20-11-2023 12:00:00,21.143383,79.048912,,,,,,,,
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",20-11-2023 12:00:00,19.173852,77.296291,,,,,,,,
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20-11-2023 12:00:00,20.0073285,73.7762427,,,,,,,,
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",20-11-2023 12:00:00,20.021503,73.813844,,,,,,,,
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",20-11-2023 12:00:00,19.950220,73.731480,,,,,,,,
Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",20-11-2023 12:00:00,19.9591346,73.7788008,,,,,,,,
Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.090337,73.014232,,,,,,,,
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.1135051,73.008978,,,,,,,,
Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.008751,73.016620,,,,,,,,
Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.0575752,73.0151367,,,,,,,,
Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.02579,73.10297,,,,,,,,
Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",20-11-2023 12:00:00,19.0630,73.1209,,,,,,,,
Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",20-11-2023 12:00:00,19.265594,76.761463,,,,,,,,
Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.63673,73.82487,,,,,,,,
Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.59051,73.77946,,,,,,,,
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",20-11-2023 12:00:00,18.616318,73.765797,,,,,,,,
Maharashtra,Pune,"Alandi, Pune - IITM",20-11-2023 12:00:00,18.675076,73.892743,,,,,,,,
Maharashtra,Pune,"Bhosari, Pune - IITM",20-11-2023 12:00:00,18.640051,73.848956,,,,,,,,
Maharashtra,Pune,"Karve Road, Pune - MPCB",20-11-2023 12:00:00,18.5011743,73.8165527,,,,,,,,
Maharashtra,Pune,"Mhada Colony, Pune - IITM",20-11-2023 12:00:00,18.573040,73.927715,,,,,,,,
Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",20-11-2023 12:00:00,18.530085,73.849598,,,,,,,,
Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",20-11-2023 12:00:00,18.547056,73.826908,,,,,,,,
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",20-11-2023 12:00:00, 16.5038,74.3623,,,,,,,,
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",20-11-2023 12:00:00,17.6336264,75.9132495,,,,,,,,
Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",20-11-2023 12:00:00,17.65439,75.90649,,,,,,,,
Maharashtra,Solapur,"Solapur, Solapur - MPCB",20-11-2023 12:00:00,17.6599188,75.9063906,,,,,,,,
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",20-11-2023 12:00:00,19.26777,72.97182,,,,,,,,
Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",20-11-2023 12:00:00,19.192056,72.9585188,,,,,,,,
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",20-11-2023 12:00:00,19.222279,72.957979,,,,,,,,
Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",20-11-2023 12:00:00,19.235581,73.159121,,,,,,,,
Maharashtra,Virar,"Bolinj, Virar - MPCB",20-11-2023 12:00:00,19.4458210,72.7988231,,,,,,,,
Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB",20-11-2023 12:00:00,24.8207389,93.9423085,,,,,,,,
Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",20-11-2023 12:00:00,25.5803419,91.8942571,,,,,,,,
Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",20-11-2023 12:00:00,25.5586,91.8985,,,,,,,,
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",20-11-2023 12:00:00,23.7176342,92.7192841,,,,,,,,
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",20-11-2023 12:00:00,25.6635413,94.0989878,,,,,,,,
Odisha,Angul,"Hakimapada, Angul - OSPCB",20-11-2023 12:00:00,20.832874,85.104082,,,,,,,,
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",20-11-2023 12:00:00,21.51161,86.89088,,,,,,,,
Odisha,Barbil,"Forest Office, Barbil - OSPCB",20-11-2023 12:00:00,22.1166054,85.3945546,,,,,,,,
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",20-11-2023 12:00:00,21.941841,86.728318,,,,,,,,
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",20-11-2023 12:00:00,20.240790,85.836784,,,,,,,,
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",20-11-2023 12:00:00,20.34652,85.81630,,,,,,,,
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",20-11-2023 12:00:00,22.06156703,85.47409613,,,,,,,,
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",20-11-2023 12:00:00,21.8004996,83.8396977,,,,,,,,
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",20-11-2023 12:00:00,20.94185,86.11510,,,,,,,,
Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20-11-2023 12:00:00,20.48891     ,85.84768     ,,,,,,,,
Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",20-11-2023 12:00:00,21.643900,85.599355,,,,,,,,
Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB",20-11-2023 12:00:00,21.847279,85.416905,,,,,,,,
Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",20-11-2023 12:00:00,22.265816,86.174829,,,,,,,,
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",20-11-2023 12:00:00,22.220833,84.809444,,,,,,,,
Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",20-11-2023 12:00:00,22.24500000,84.88111111,,,,,,,,
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",20-11-2023 12:00:00,21.606865,85.510538,,,,,,,,
Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",20-11-2023 12:00:00,20.9360711,85.1707021,,,,,,,,
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",20-11-2023 12:00:00,21.869985,85.167016,,,,,,,,
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",20-11-2023 12:00:00,11.9309,79.8027,,,,,,,,
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",20-11-2023 12:00:00,31.620000,74.876512,,,,,,,,
Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",20-11-2023 12:00:00,30.233011,74.907758,,,,,,,,
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",20-11-2023 12:00:00,31.321907,75.578914,,,,,,,,
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",20-11-2023 12:00:00,30.736056 ,76.209694,,,,,,,,
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",20-11-2023 12:00:00,30.9028,75.8086,,,,,,,,
Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",20-11-2023 12:00:00,30.649961,76.331442,,,,,,,,
Punjab,Patiala,"Model Town, Patiala - PPCB",20-11-2023 12:00:00,30.349388,76.366642,,,,,,,,
Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements",20-11-2023 12:00:00,31.0325454,76.5623046,,,,,,,,
Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",20-11-2023 12:00:00,26.470859,74.646594,,,,,,,,
Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB",20-11-2023 12:00:00,27.554793,76.611536,,,,,,,,
Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB",20-11-2023 12:00:00,23.555190,74.440010,,,,,,,,
Rajasthan,Baran,"Bamboliya, Baran - RSPCB",20-11-2023 12:00:00,25.106006,76.469948,,,,,,,,
Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB",20-11-2023 12:00:00,25.747299,71.393989,,,,,,,,
Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",20-11-2023 12:00:00,27.215415,77.50873,,,,,,,,
Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",20-11-2023 12:00:00,25.339605,74.618883,,,,,,,,
Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",20-11-2023 12:00:00,28.194909,76.862296,,,,,,,,
Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",20-11-2023 12:00:00,28.018792,73.292658,,,,,,,,
Rajasthan,Bundi,"New Colony, Bundi - RSPCB",20-11-2023 12:00:00,25.435774,75.644272,,,,,,,,
Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",20-11-2023 12:00:00,24.892047,74.623527,,,,,,,,
Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",20-11-2023 12:00:00,28.296139,74.961696,,,,,,,,
Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",20-11-2023 12:00:00,26.895552,76.334753,,,,,,,,
Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB",20-11-2023 12:00:00,26.699557,77.898881,,,,,,,,
Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",20-11-2023 12:00:00,23.837789,73.714926,,,,,,,,
Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB",20-11-2023 12:00:00,29.610750,74.283608,,,,,,,,
Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",20-11-2023 12:00:00,26.902909,75.836858,,,,,,,,
Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",20-11-2023 12:00:00,26.843698,75.766894,,,,,,,,
Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",20-11-2023 12:00:00,26.9164092,75.7994901,,,,,,,,
Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",20-11-2023 12:00:00,26.786682,75.827928,,,,,,,,
Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",20-11-2023 12:00:00,26.960669,75.771817,,,,,,,,
Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",20-11-2023 12:00:00,26.9502929,75.730943,,,,,,,,
Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB",20-11-2023 12:00:00,26.912329,70.909168,,,,,,,,
Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB",20-11-2023 12:00:00,25.344694,72.626208,,,,,,,,
Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB",20-11-2023 12:00:00,24.588397,76.172782,,,,,,,,
Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB",20-11-2023 12:00:00,28.108988,75.386577,,,,,,,,
Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",20-11-2023 12:00:00,26.268249,73.0193853,,,,,,,,
Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",20-11-2023 12:00:00,26.295810,73.082283,,,,,,,,
Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB",20-11-2023 12:00:00,26.215415,73.070156,,,,,,,,
Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB",20-11-2023 12:00:00,26.358805,73.047444,,,,,,,,
Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",20-11-2023 12:00:00,26.253384,72.976571,,,,,,,,
Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",20-11-2023 12:00:00,26.506177,77.025989,,,,,,,,
Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",20-11-2023 12:00:00,25.164090,75.858137,,,,,,,,
Rajasthan,Kota,"Nayapura, Kota - RSPCB",20-11-2023 12:00:00,25.196024,75.855668,,,,,,,,
Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",20-11-2023 12:00:00,25.14389,75.821256,,,,,,,,
Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB",20-11-2023 12:00:00,27.213494,73.734444,,,,,,,,
Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",20-11-2023 12:00:00,25.771061, 73.340227,,,,,,,,
Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB",20-11-2023 12:00:00,24.041198,74.780702,,,,,,,,
Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB",20-11-2023 12:00:00,25.036360,73.883502,,,,,,,,
Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",20-11-2023 12:00:00,26.031443,76.359327,,,,,,,,
Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",20-11-2023 12:00:00,27.608912,75.153302,,,,,,,,
Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB",20-11-2023 12:00:00,24.885261,72.857549,,,,,,,,
Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",20-11-2023 12:00:00,29.931624,73.864511,,,,,,,,
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",20-11-2023 12:00:00,26.159933,75.780517,,,,,,,,
Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",20-11-2023 12:00:00,24.5886166,73.6321397,,,,,,,,
Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB",20-11-2023 12:00:00,27.338530,88.614099,,,,,,,,
TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB",20-11-2023 12:00:00,11.06825,79.07033,,,,,,,,
TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB",20-11-2023 12:00:00,12.8777316,80.0834807,,,,,,,,
TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-11-2023 12:00:00,12.9099161,80.1076538,,,,,,,,
TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",20-11-2023 12:00:00,13.0664,80.2112 ,,,,,,,,
TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",20-11-2023 12:00:00,13.218341,80.32027,,,,,,,,
TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB",20-11-2023 12:00:00,13.1278,80.2642,,,,,,,,
TamilNadu,Chennai,"Manali, Chennai - CPCB",20-11-2023 12:00:00,13.164544,80.26285,,,,,,,,
TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",20-11-2023 12:00:00,12.9533,80.2357,,,,,,,,
TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",20-11-2023 12:00:00,13.1036,80.2909,,,,,,,,
TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",20-11-2023 12:00:00,13.0052189,80.2398125,,,,,,,,
TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",20-11-2023 12:00:00,11.0328,77.0349,,,,,,,,
TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB",20-11-2023 12:00:00,11.6829898,79.7532099,,,,,,,,
TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB",20-11-2023 12:00:00,11.7637683,79.7499835,,,,,,,,
TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",20-11-2023 12:00:00,13.4127,80.1081,,,,,,,,
TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",20-11-2023 12:00:00,12.746998,77.813811,,,,,,,,
TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB",20-11-2023 12:00:00,11.4068288,76.7138973,,,,,,,,
TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",20-11-2023 12:00:00,9.36399,78.831977,,,,,,,,
TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",20-11-2023 12:00:00,11.679111,78.125052,,,,,,,,
TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB",20-11-2023 12:00:00,8.816428 ,78.099039,,,,,,,,
TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB",20-11-2023 12:00:00,12.909494,79.131861,,,,,,,,
Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",20-11-2023 12:00:00,17.540891,78.358528,,,,,,,,
Telangana,Hyderabad,"Central University, Hyderabad - TSPCB",20-11-2023 12:00:00,17.460103,78.334361,,,,,,,,
Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",20-11-2023 12:00:00,17.470431,78.566959,,,,,,,,
Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",20-11-2023 12:00:00,17.518400,78.278777,,,,,,,,
Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",20-11-2023 12:00:00,17.5316895,78.218939,,,,,,,,
Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",20-11-2023 12:00:00,17.585705,78.126199,,,,,,,,
Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",20-11-2023 12:00:00,17.393559,78.339194,,,,,,,,
Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",20-11-2023 12:00:00,17.544899,78.486949,,,,,,,,
Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",20-11-2023 12:00:00,17.429398,78.569354,,,,,,,,
Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",20-11-2023 12:00:00,17.37206,78.50864,,,,,,,,
Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",20-11-2023 12:00:00,17.528544,78.286195,,,,,,,,
Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",20-11-2023 12:00:00,17.4559458,78.4332152,,,,,,,,
Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",20-11-2023 12:00:00,17.417094,78.457437,,,,,,,,
Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",20-11-2023 12:00:00,17.349694,78.451437,,,,,,,,
Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",20-11-2023 12:00:00,23.8175497,91.2726974,,,,,,,,
Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",20-11-2023 12:00:00,27.23711,78.01936,,,,,,,,
Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",20-11-2023 12:00:00,27.106972,78.000111,,,,,,,,
Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",20-11-2023 12:00:00,27.19865833,78.00598056,,,,,,,,
