Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
23,Female,1,0.89108,3.922836028,5.44159,6.650404229,Unknown,INFP
24,Male,0,7.14291,2.877955679,8.07481,7.360420641,Others,ENTJ
23,Male,0,0.72218,4.427356473,4.74744,2.775914757,Unknown,INFP
34,Male,1,7.69676,5.610576734,5.86075,2.156792421,Sports,ENFP
32,Female,0,9.22002,4.15515704,0.83204,5.593692954,Unknown,ENFP
25,Male,0,6.3742,5.075140568,3.48305,3.997232866,Unknown,ENFP
19,Male,1,2.65908,5.25989154,3.70184,4.134783488,Technology,INFP
30,Male,0,5.00396,5.915278234,0.9235,7.5428221,Arts,ENFJ
27,Female,1,2.8028,5.26653128,0.3624,4.357167606,Arts,INFP
36,Male,0,1.08558,6.035938399,4.12998,3.156692564,Unknown,INFP
21,Male,0,5.80952,5.209368182,1.14727,6.306402407,Unknown,ENFJ
24,Male,0,0.96177,5.328177114,5.94761,2.755167626,Unknown,INFP
21,Female,0,1.29837,5.000091234,2.14741,6.272918802,Unknown,INFJ
30,Male,0,2.74338,6.298707654,2.46099,4.934103253,Others,ISFP
19,Male,1,6.93009,5.712282464,5.84804,4.753611899,Unknown,ENFP
21,Female,0,8.96917,5.687718289,1.58645,2.61941172,Sports,ENFP
26,Female,0,1.90943,5.295429609,4.36833,7.577165975,Technology,INFJ
32,Male,0,3.25849,4.679278828,9.1467,2.14578162,Unknown,INTP
29,Male,1,2.97093,1.36717351,1.2472,3.732689573,Sports,INFP
24,Male,1,8.52037,5.174940168,3.89529,4.918589504,Technology,ENFP
29,Female,1,7.41168,3.578979382,7.47689,2.564045848,Arts,ENTP
32,Female,1,2.80918,4.538841729,4.13533,5.278492091,Unknown,ENFP
26,Female,1,8.078,4.138911124,0.3517,4.54631637,Technology,ENFP
24,Male,1,0.17495,5.982488508,3.58621,5.778833304,Sports,INFP
31,Female,0,8.30853,6.135605961,2.6393,5.286281965,Unknown,ESFP
42,Female,0,7.24753,3.616472248,2.63637,4.602882931,Unknown,ENFP
31,Female,1,3.32996,6.473044339,0.56721,4.040065156,Unknown,ISFP
22,Female,0,5.60849,4.623466884,8.58396,4.223994329,Others,ENTP
24,Male,1,7.01467,7.074123741,0.89714,5.76626679,Technology,ESFP
26,Female,1,0.37735,5.417328634,7.69742,4.628443624,Unknown,INTP
20,Male,0,3.34243,5.948934187,9.69584,6.186467196,Unknown,INTJ
19,Female,0,9.7762,5.127789554,7.75821,4.082440215,Unknown,ENTP
38,Male,0,3.00179,6.998939316,7.42381,7.020002747,Unknown,ISTJ
28,Female,0,9.07481,5.066597778,8.13328,5.820532871,Others,ENTP
26,Male,0,9.04763,4.33683447,7.90402,3.921178255,Sports,ENTP
29,Male,1,8.51831,4.677297488,0.37954,6.178752554,Technology,ENFP
21,Male,1,2.23108,5.278084503,3.49708,0.912779158,Unknown,INFP
22,Female,1,2.35267,5.77477253,5.48019,4.724324417,Sports,INFP
29,Male,0,8.22451,5.92016592,0.97287,3.295016498,Arts,ENFP
32,Male,1,9.76382,3.563502982,6.09813,4.417496296,Unknown,ENFP
20,Male,1,8.46648,5.065616096,5.11236,5.268281396,Others,ENFP
24,Female,1,4.41033,3.511910981,1.13403,3.239304602,Others,ENFP
22,Male,0,3.13966,6.652134848,3.39326,5.009500742,Sports,INFJ
40,Female,0,5.24157,6.762746003,1.06377,3.446635851,Sports,ESFP
22,Male,0,6.78571,4.552090239,0.99406,3.469281198,Unknown,ENFP
32,Male,0,7.69686,6.229624422,4.1443,3.092839581,Arts,ESFP
23,Male,0,8.12433,4.359857544,4.81661,3.382415979,Technology,ENFP
41,Male,0,1.84614,4.520393962,6.4506,3.701456371,Sports,INFP
28,Female,0,4.97489,4.663243261,9.51719,4.252931057,Arts,ENTP
25,Male,1,2.24515,5.528969207,3.5385,5.891239411,Arts,INFP
20,Male,0,9.17641,6.242371252,9.54564,4.914608786,Unknown,ENTP
20,Male,0,8.30576,5.922223097,7.80301,5.760885085,Others,ENTP
27,Male,0,8.39801,5.278181335,7.26643,3.905030777,Technology,ENTP
32,Female,0,1.41573,3.767609322,1.89372,3.900991306,Unknown,INFP
30,Female,0,5.05113,4.937596315,6.85581,4.603404892,Technology,ENTP
21,Female,1,5.9835,3.283722376,7.29019,3.232351,Unknown,ENTP
24,Female,1,6.88791,2.984732495,3.66023,5.251313807,Sports,ENFP
27,Male,1,8.71172,6.125431952,3.39637,1.733936338,Others,ESFP
26,Female,0,9.02301,4.769006823,5.58013,3.861332157,Technology,ENTP
26,Female,1,2.50626,4.51242151,3.12267,6.109850045,Technology,INFP
21,Female,0,8.15552,3.441628426,8.74965,4.645097849,Unknown,ENTP
21,Male,1,9.81387,5.509975819,7.83408,6.066144062,Unknown,ENTP
27,Male,1,4.09846,5.694414532,6.57187,2.49537017,Arts,INTP
22,Female,0,9.68735,4.955863354,3.84054,5.76013922,Arts,ENFP
26,Male,0,9.82062,3.223714755,2.99264,5.992469398,Unknown,ENFP
30,Female,0,8.01738,3.203668848,4.65935,4.739302661,Sports,ENFP
32,Female,0,8.73321,5.127614589,6.78568,5.401514443,Unknown,ENTP
26,Male,0,2.64214,4.010182079,2.18557,6.09299439,Technology,INFJ
22,Male,1,1.23442,5.084659132,3.21269,3.766308349,Unknown,INFP
44,Female,0,2.61442,2.936917735,3.32384,4.000829038,Sports,INFP
26,Female,0,6.91119,5.706846823,2.58412,5.36345584,Technology,ENFP
26,Male,1,0.9118,3.270309039,1.90728,4.862530371,Others,INFP
35,Female,0,3.35011,3.542768779,7.74952,4.285632296,Others,INTP
25,Male,0,9.98853,4.051910042,8.43013,6.09065563,Unknown,ENTJ
27,Male,0,1.41498,6.803628313,1.96071,6.580669874,Unknown,ISFJ
21,Female,0,0.87225,5.911085474,2.33011,4.850156056,Unknown,INFP
29,Female,1,3.07388,4.184145237,7.08401,5.663317112,Unknown,INTP
27,Male,0,2.9766,4.932836989,3.46024,5.397167679,Unknown,INFP
24,Male,0,7.78155,5.884719357,6.42047,5.4163518,Technology,ENFP
28,Female,1,8.09322,5.725413351,3.42019,5.664370732,Sports,ENFP
20,Female,0,3.57406,2.965903623,4.56701,6.111680781,Others,INFJ
21,Male,1,5.80613,5.09947073,8.54938,4.543654861,Sports,ENTP
31,Male,1,0.86296,4.812480712,4.47976,5.624624098,Others,INFP
24,Male,0,3.70979,5.640963884,6.71746,5.350596865,Arts,INTP
27,Female,0,8.98022,5.294647934,0.28425,4.466891717,Sports,ENFP
30,Female,1,9.63376,3.716952225,2.09823,4.65940804,Unknown,ENFP
19,Male,0,8.09962,5.800178248,8.68236,6.351100841,Unknown,ENTJ
21,Female,1,1.27523,3.954453754,9.80847,4.299384297,Others,INTP
37,Male,0,5.65489,5.449392635,8.04342,5.718240457,Arts,ENTP
23,Male,0,4.55954,6.669546126,6.33935,5.882504044,Sports,INFJ
22,Male,1,1.63359,3.744121351,4.15968,5.596748628,Unknown,INFP
31,Male,0,4.5519,4.738936459,2.74292,4.694298376,Others,INFP
24,Female,0,2.97601,5.642673704,2.20534,4.15301317,Arts,INFP
31,Male,0,6.70997,5.869610095,4.29006,5.387762654,Arts,ENFP
30,Male,0,4.4974,4.259305367,4.88222,5.677439867,Arts,INFP
24,Female,1,1.84285,4.976010604,0.51109,0.283726833,Others,INFP
24,Female,1,1.5259,4.216110152,0.21504,5.563324781,Unknown,INFP
24,Female,1,2.23983,6.641707848,4.39785,5.670721111,Arts,INFP
18,Female,0,5.23258,5.7717928,8.4442,3.629961127,Arts,ENTP
23,Male,1,4.49193,5.134215397,9.39647,5.225714133,Technology,INTP
23,Male,1,3.2372,5.420878688,1.55546,5.034824481,Unknown,INFP
29,Female,1,9.08097,6.602537889,6.06391,4.045338276,Unknown,ESTP
31,Female,0,7.82194,3.185986801,2.4609,5.541815311,Others,ENFP
21,Female,0,4.46988,4.584297416,4.93746,8.178819423,Unknown,INFJ
29,Female,0,8.46368,6.178843975,0.7421,4.434861575,Technology,ESFP
21,Male,0,9.70284,4.916825685,2.07968,4.561562523,Arts,ENFP
21,Male,0,5.80608,3.569111762,6.74759,5.374714738,Unknown,ENTP
30,Female,1,3.28823,5.885804364,6.4823,6.540867279,Technology,INTP
29,Male,0,5.98724,7.038602588,8.14548,3.73150466,Arts,ESTP
27,Male,0,4.10159,5.43285716,1.51534,2.695111185,Technology,INFP
23,Female,0,6.99355,4.960371848,4.81989,5.473640711,Unknown,ENFP
25,Male,0,6.83405,5.368586428,0.12866,3.960548388,Unknown,ENFP
30,Female,0,7.71445,6.33456924,4.44286,5.275564464,Unknown,ESFP
39,Female,0,0.48881,5.70633331,8.61491,5.068353858,Unknown,INTP
28,Female,0,8.2841,2.531713133,4.99324,4.308988388,Unknown,ENFP
30,Female,0,7.71038,5.559524653,0.73416,5.17284436,Sports,ENFJ
25,Male,0,4.02568,5.662686699,4.23861,3.017130559,Unknown,INFP
36,Male,1,5.80138,5.65439188,4.09917,5.699810584,Others,ENFP
31,Male,1,9.55335,5.136333876,1.1618,5.668096416,Unknown,ENFP
39,Male,1,4.69438,2.687910563,8.53925,5.38837193,Sports,INTP
22,Female,1,4.98838,7.453468517,2.13172,2.940849393,Technology,ESFP
29,Female,1,5.14309,4.994396196,5.83314,2.741131213,Unknown,ENTP
26,Male,0,8.91729,4.92133926,6.39486,7.266859787,Unknown,ENFJ
25,Male,0,2.8659,4.647093261,8.23039,4.663643782,Unknown,INTP
25,Male,0,2.91193,6.66166485,4.93239,6.00201571,Arts,INFJ
29,Female,0,6.77397,4.838535442,3.95938,2.982121256,Others,ENFP
28,Male,0,7.76,4.792332309,9.87352,5.330947191,Unknown,ENTP
26,Male,0,7.80427,5.412484646,0.95945,4.108066289,Arts,ENFP
33,Female,0,5.61271,5.17798208,5.06444,4.899527872,Unknown,ENFP
24,Male,1,0.70657,5.999478783,7.82054,1.286279926,Unknown,INTP
20,Female,1,1.88707,4.399726979,3.89868,2.65312224,Unknown,INFP
22,Male,0,4.57586,5.816196356,0.29588,6.367119467,Unknown,INFJ
22,Male,0,1.06102,6.637935207,5.90266,4.17192405,Arts,INTP
25,Female,0,2.16718,3.277768363,7.45816,4.497414213,Arts,INTP
24,Female,1,1.08824,5.977262128,8.58855,3.501327682,Unknown,INTP
21,Male,1,5.90692,6.945027199,0.76671,5.140445662,Technology,ENFP
45,Male,0,7.24233,6.916735226,0.77043,3.181262076,Unknown,ESFP
23,Female,0,9.37872,4.592788542,0.4198,4.72653085,Others,ENFP
21,Male,1,3.98348,4.202140665,2.45037,3.512611149,Unknown,ENFP
26,Female,1,6.4105,4.265809325,6.47995,5.047422072,Technology,ENTP
23,Male,0,0.53147,2.201949976,6.12699,3.905924356,Technology,INFP
21,Male,0,9.42997,5.154917476,8.35876,3.706658725,Technology,ENTP
38,Male,1,9.96319,5.625460652,0.79246,1.723534445,Unknown,ENFP
26,Female,1,0.01527,3.298742,3.89564,4.944330762,Technology,INFP
22,Male,0,4.15113,1.07356854,9.58525,4.188366445,Sports,INTP
26,Male,0,8.3427,4.227116202,6.31634,3.986997016,Unknown,ENFP
24,Female,0,6.43766,5.989770923,3.27573,6.190387176,Technology,ENFJ
24,Female,1,3.03649,4.751699109,9.86032,4.034860651,Sports,INTP
27,Male,1,7.11639,5.846513302,3.25155,4.933308895,Others,ENFP
28,Male,1,3.52963,2.323869444,3.1107,4.444457523,Unknown,INFP
43,Female,0,0.44673,5.80031676,8.77459,4.026089214,Arts,INTP
28,Female,0,8.89758,6.386378341,2.5858,2.98538848,Others,ESFP
29,Male,0,7.27011,2.539270032,8.11566,3.322958973,Unknown,ENTP
38,Female,0,3.79555,4.407398177,5.26877,6.200564626,Technology,INFJ
25,Female,1,2.7203,4.549670111,0.27473,6.557051672,Unknown,INFP
31,Male,0,4.05249,2.950646387,8.68927,4.24751114,Unknown,INTP
30,Male,0,8.34997,5.641115378,6.33713,6.423977568,Arts,ENTJ
20,Female,1,6.04946,2.972057821,9.91587,1.886862956,Others,ENTP
30,Female,0,6.88177,7.021099916,7.37819,0.542036213,Arts,ESTP
22,Male,0,3.46798,3.768944003,7.43121,4.98983861,Unknown,INTP
22,Male,0,6.44317,5.489549961,5.47849,4.688687959,Technology,ENFP
35,Female,1,1.28705,3.626697459,3.66276,4.364355822,Unknown,INFP
32,Female,0,2.86214,6.082095435,3.4103,3.673642631,Others,INFP
21,Female,1,9.23614,5.385029687,7.04419,3.264817804,Unknown,ENTP
30,Male,0,9.79797,6.123678482,2.40291,6.138688349,Technology,ESFJ
22,Male,1,0.0208,2.960342832,1.77583,4.413677214,Arts,INFP
20,Female,0,7.8601,6.172767461,8.77339,4.261024526,Unknown,ENTP
34,Female,0,2.51716,5.585188495,9.61668,2.078060704,Unknown,INTP
22,Female,1,0.86373,3.471575864,8.55341,6.529417491,Others,INTP
25,Male,0,1.14224,6.018216674,0.90975,5.350584902,Sports,INFJ
23,Male,1,3.58602,4.920930405,0.26927,3.371255372,Unknown,INFP
27,Female,1,4.71517,3.478743383,6.243,5.653976564,Others,ENTP
24,Female,0,6.32259,6.618669151,4.73704,3.845798493,Arts,ENTP
22,Male,1,9.30601,3.836077651,4.41792,1.981325682,Others,ENFP
36,Female,0,8.35631,5.119983447,7.40886,2.025335697,Others,ENTP
27,Female,0,3.61395,2.345247982,4.4988,4.152873355,Arts,INFP
26,Female,1,8.91996,6.060019486,3.0384,4.315763674,Arts,ENFP
38,Male,0,0.10582,3.680719807,7.25895,3.481826179,Arts,INTP
30,Female,0,6.80153,6.27440793,4.15912,4.89579762,Arts,ESFP
24,Female,0,3.59238,4.452571282,7.27526,4.427242262,Technology,ENTP
23,Male,0,4.46566,5.770219204,3.78532,2.289128598,Others,INFP
24,Female,0,4.06076,4.649721356,0.55456,5.256437271,Technology,ENFP
26,Male,0,5.64055,4.576777486,6.6278,5.490585492,Unknown,ENTP
28,Male,0,1.62397,5.98458488,5.88544,4.037406379,Arts,INTP
40,Male,1,6.08402,5.060643898,8.02771,5.113331482,Others,ENTP
37,Male,0,3.54796,6.439658133,0.11835,3.506008524,Sports,ISFP
23,Male,1,9.46643,5.485961023,9.45518,5.713766364,Technology,ENTP
32,Male,1,0.85364,4.757383982,8.06203,5.068507324,Others,INTP
45,Female,0,0.31004,5.01964685,8.20372,5.171724361,Unknown,INTP
31,Male,1,8.22323,4.541921104,3.55226,5.612326947,Others,ENFP
24,Female,0,8.99342,5.368872296,8.67297,4.478624065,Others,ENTP
22,Male,0,4.59975,5.088193521,8.99177,4.876021024,Arts,ENTP
25,Male,0,9.8701,4.228537855,5.99061,5.911783477,Others,ENFP
26,Male,0,5.07406,3.91401927,4.32641,4.021960675,Arts,ENFP
23,Male,0,7.32776,5.1915777,5.67035,5.766245989,Unknown,ENFP
34,Female,0,5.15043,5.6339823,4.61873,6.226065923,Arts,ENTJ
34,Male,0,7.19633,3.730824148,7.37376,3.617862056,Unknown,ENTP
25,Male,0,9.86239,6.501249635,1.14945,5.179502111,Arts,ESFP
24,Male,0,7.90858,3.642767812,2.18574,5.255936218,Sports,ENFJ
19,Male,0,6.32269,8.10080596,3.70453,1.023031119,Others,ENFP
27,Male,0,9.43974,4.105834598,2.99926,4.683144034,Unknown,ENFP
28,Male,0,6.61234,4.584087481,0.42861,5.326333469,Arts,ENFP
26,Male,0,2.90964,4.707069139,1.20865,7.582641406,Others,INFJ
39,Female,0,5.30704,5.168451424,5.37544,3.770909641,Sports,ENFP
33,Female,0,8.37862,5.321882309,2.17922,3.762317351,Technology,ENFP
21,Female,0,8.70275,6.042689413,7.92814,2.928821959,Arts,ENTP
24,Male,1,4.55321,6.872421994,1.06279,5.545547162,Unknown,ESFP
28,Male,1,8.28855,5.333372856,1.23268,6.50967567,Unknown,ENFP
36,Male,1,7.64078,4.139073408,7.32538,2.06889837,Unknown,ENTP
35,Female,0,1.54812,3.694727957,2.77378,6.452121439,Unknown,INFJ
41,Male,0,1.25832,4.593265499,9.22626,4.119420677,Arts,INTP
30,Male,1,7.80644,4.789376701,2.63482,4.961091005,Unknown,ENFP
35,Male,1,3.80487,5.596070923,1.88072,4.344318574,Unknown,ENFP
28,Female,0,2.42957,3.071320259,2.45708,6.357104289,Unknown,INFJ
23,Male,1,0.30906,7.684109779,0.50559,1.471404476,Arts,INFP
27,Male,1,2.76478,5.454730248,0.98889,2.167463354,Others,INFP
29,Female,0,8.68875,6.888119094,2.42056,3.570501292,Unknown,ESFP
33,Female,0,0.86136,5.220981197,4.78195,4.407850389,Arts,INTP
37,Female,1,1.17961,5.362964944,6.32435,4.382243519,Others,INTP
23,Male,0,0.95413,6.178542881,5.24094,3.317119742,Unknown,INFP
21,Female,1,7.18781,4.722004309,7.07105,4.592271045,Unknown,ENTP
26,Male,0,1.36076,4.372327859,0.87251,5.665685584,Others,INFP
20,Male,0,8.12994,4.723326165,9.86362,5.159841403,Others,ENTP
21,Female,1,4.16716,6.204540341,5.80526,7.119225563,Technology,INTP
29,Male,0,4.41826,4.251209737,6.3378,3.948619782,Arts,INTP
23,Female,0,9.64659,5.670040072,7.38075,3.879371646,Arts,ENTP
23,Male,1,1.56134,5.870578199,1.4721,5.405133766,Arts,INFP
26,Male,1,6.45161,3.689994796,1.35759,4.233489336,Unknown,ENFP
32,Female,1,4.35886,4.304017466,8.08976,4.352838601,Others,INTP
25,Male,0,5.54931,7.159035572,6.01895,5.741174476,Unknown,INFP
39,Male,0,4.25211,3.692951522,9.30203,3.942332496,Arts,ENTP
22,Male,1,0.24235,4.224751338,7.75251,5.219562896,Arts,INTP
34,Female,1,7.17755,5.789090498,5.78704,5.542694654,Unknown,ENTP
23,Male,1,7.17673,5.840565681,3.58536,5.86277781,Unknown,ENFP
31,Male,1,8.50599,5.936724797,3.10208,4.463880808,Unknown,ENFP
24,Female,1,1.43249,6.142682258,7.96969,4.314064616,Arts,ISTP
26,Male,1,3.49699,2.501906902,3.57831,7.009676649,Technology,INFP
25,Male,0,0.32402,6.707801783,6.61461,3.652876437,Technology,INTP
21,Male,0,8.59269,6.422986313,7.6641,5.181955959,Unknown,ENTP
21,Male,0,8.8325,4.610377289,4.26368,5.254166886,Others,ENFP
25,Female,1,6.08525,6.9266324,4.84583,8.255959434,Unknown,ESFP
30,Male,0,5.35705,6.375485182,7.10629,5.17761842,Arts,ISTP
28,Female,1,5.75515,5.026391186,6.11931,7.156349967,Unknown,ENTP
29,Female,0,9.22943,7.210212025,3.00566,2.825974246,Unknown,ESFP
20,Female,1,7.73008,3.747431033,5.57537,4.039368516,Sports,ENTP
26,Male,1,3.94152,5.195501492,1.07804,5.274206869,Others,ENFP
27,Female,1,7.63051,5.193024236,3.95782,4.759647507,Others,ENFP
19,Female,1,2.98796,4.41798878,4.8642,5.591605308,Others,INFP
31,Male,0,4.32522,5.748366306,0.67068,4.109001838,Technology,INFP
30,Female,0,0.24336,4.96863808,1.80155,3.934379916,Technology,INFP
24,Male,0,8.00498,4.316259858,1.66445,3.706182233,Unknown,ENFP
30,Male,0,9.7471,4.512959559,2.22931,5.652885607,Unknown,ENFP
18,Female,0,3.7586,5.43075502,3.244,4.832714692,Unknown,ENFP
21,Male,1,1.17696,3.902381589,0.08603,3.570234749,Technology,INFP
23,Female,0,5.1157,5.561856836,5.89053,4.192616966,Technology,ENTP
27,Female,1,0.83738,5.864230546,2.75658,1.293399672,Unknown,INFP
30,Male,0,9.40589,6.479807884,6.22223,5.456598512,Unknown,ESFP
24,Female,0,6.40056,3.944292637,1.46915,5.708170263,Others,ENFP
26,Male,0,5.10832,5.940881852,7.86707,2.335559002,Unknown,ENTP
29,Male,1,1.23314,6.00658844,6.04631,5.788901197,Unknown,INFP
29,Female,0,4.24969,5.625021057,8.37109,4.337580441,Unknown,INTP
21,Male,1,0.36328,4.25629785,6.55996,3.414909187,Unknown,INTP
24,Male,1,8.05023,3.909257331,1.4577,4.571886536,Unknown,ENFP
28,Male,1,7.73784,3.070890723,8.71054,2.964174021,Sports,ENTP
34,Female,1,6.39194,4.482565707,0.53826,4.012469928,Unknown,ENFP
30,Female,1,8.43424,4.23639006,8.17013,3.533865807,Sports,ENTP
24,Female,0,6.81782,6.18053664,3.86848,4.0988576,Technology,ESFP
25,Male,1,7.40653,4.904456271,7.00077,4.995008261,Others,ENTP
29,Male,1,1.42658,3.819454543,6.20115,5.633249363,Arts,INTP
24,Female,0,3.25094,3.751076297,6.69871,5.921098131,Others,INTP
29,Female,0,1.18458,3.485795584,0.111,5.760565462,Others,INFP
19,Male,0,7.57435,6.30241624,2.84274,3.806462818,Unknown,ENFP
20,Female,1,2.03424,6.170275331,5.67326,3.865742495,Sports,INTP
19,Female,0,2.26234,3.920138377,6.34086,4.260156972,Unknown,INTP
25,Female,1,2.30751,5.127159184,8.3904,4.2455083,Unknown,INTP
26,Female,0,7.39704,4.176180929,5.49751,4.800413714,Arts,ENTP
24,Male,1,6.02813,4.208541195,7.6839,7.142630273,Unknown,ENTP
29,Female,1,0.23189,6.452396449,0.60659,7.146316418,Others,ISFP
26,Female,0,4.18516,3.948617497,7.08726,3.203736784,Technology,ENTP
22,Female,1,1.98848,5.361659327,4.6453,6.706075599,Unknown,INFP
35,Male,0,1.55925,4.431760593,8.4507,6.003162394,Others,INTJ
31,Female,0,6.04304,4.885165402,2.16133,6.275710595,Unknown,ENFJ
28,Male,0,8.7779,4.184524993,4.18704,4.478550444,Arts,ENFP
32,Female,1,8.53051,5.719283861,1.15077,6.007458895,Others,ENFP
22,Female,0,3.5562,4.077226461,9.69542,5.384984049,Unknown,ENTP
27,Female,1,8.01114,6.415348383,1.8749,5.296726269,Technology,ESFP
25,Male,0,0.3002,6.116572804,0.30596,6.020922117,Technology,INFJ
26,Female,0,9.94073,4.944725161,5.32447,3.90979771,Arts,ENTP
20,Female,0,2.52678,4.988966173,1.46693,3.730705358,Technology,INFP
23,Male,1,7.689,5.345982484,6.82261,4.340778809,Unknown,ENTP
20,Female,0,6.55856,5.866766173,3.27431,3.63124109,Technology,ENFP
22,Female,0,1.23312,4.334467565,2.5391,5.146190346,Technology,INFP
26,Female,1,6.47325,5.295428671,7.92959,4.466437116,Technology,ENTP
20,Male,0,2.90464,6.259982191,0.46466,5.981113372,Others,INFP
28,Male,1,7.35986,5.397722199,8.31459,4.693768612,Unknown,ENTP
27,Female,1,0.46593,5.659028478,6.36057,6.821052889,Unknown,INTP
24,Female,0,2.46849,3.251876572,2.27466,3.192310948,Unknown,INFP
24,Male,1,1.30018,4.190173921,5.08468,4.063847483,Arts,INFP
27,Female,1,7.98105,5.115121402,3.77236,5.544009069,Arts,ENFP
27,Female,1,4.48063,5.596109918,1.8873,4.156511954,Arts,INFP
21,Female,1,1.94657,3.397650947,6.91062,2.906503237,Unknown,INTP
26,Male,0,4.15319,5.812564275,5.62787,4.978787131,Arts,INTP
24,Female,0,7.39108,4.351286394,7.33642,0.325197548,Unknown,ENTP
34,Female,0,0.61791,4.584750395,7.31821,4.95928479,Unknown,INTP
35,Male,0,4.83296,5.742388762,7.81132,5.227787642,Unknown,ENTP
21,Female,1,0.6291,6.06641017,8.53791,5.794470389,Arts,INTP
35,Male,0,9.76973,6.161978198,3.00873,3.600421433,Arts,ESFP
27,Male,1,5.67626,5.266064844,8.51272,5.598474192,Sports,ENTP
24,Male,0,2.96218,4.639226883,8.61123,5.811643131,Technology,INTP
20,Male,1,7.21639,5.367445375,1.69577,2.970793463,Unknown,ENFP
22,Male,0,4.95323,6.307190631,1.10416,5.333278304,Sports,ISFJ
24,Female,0,2.64065,3.642153494,7.95129,5.046817461,Unknown,ENTP
33,Female,1,1.22128,5.969793957,2.03554,3.0771122,Arts,INFP
23,Male,0,8.79278,5.293550106,0.04619,1.463316887,Unknown,ENFP
22,Male,0,0.86014,6.065861454,9.16563,6.353642623,Others,INTJ
25,Female,1,4.94746,3.069288202,6.54349,5.863533356,Others,ENTP
28,Female,1,1.32139,5.442756449,7.43153,4.807165915,Unknown,INTP
23,Male,0,2.305,6.02787298,9.64952,1.926105456,Arts,INTP
35,Female,1,3.1658,4.482491643,9.21717,5.54722582,Others,INTP
32,Male,1,7.85475,4.998624781,9.73506,3.598300617,Sports,ENTP
32,Female,1,5.60461,4.939213541,5.02737,5.776914474,Unknown,ENFP
32,Female,1,4.18507,5.537646622,1.59386,6.310769529,Technology,ENFP
26,Male,0,1.84266,5.428752596,3.8383,4.687951199,Others,INFP
24,Female,1,1.48117,5.381460407,8.90134,6.299393269,Arts,INTP
32,Male,1,7.27093,2.404991262,1.68872,5.809652694,Arts,ENFP
26,Female,1,0.20767,4.729498652,8.97427,4.26727373,Others,INTP
23,Female,1,8.97544,4.793510442,6.52739,6.975319298,Technology,ENTP
26,Female,1,1.49565,4.642358921,9.70423,5.839652573,Others,INTP
32,Female,0,3.5902,4.979462772,5.36497,5.043506093,Sports,ENFJ
32,Male,0,5.833,4.085874411,6.89187,4.313819331,Unknown,ENTP
29,Male,0,5.76815,6.141732745,3.79833,6.339397773,Unknown,ESFJ
23,Female,0,2.14313,6.405023059,1.13827,2.889881239,Sports,ISFP
26,Female,1,0.06532,5.99789309,7.37861,5.894966222,Unknown,INTP
26,Female,1,5.07373,5.314620265,4.45517,4.255114808,Unknown,ENFP
27,Female,0,0.77647,3.01739669,3.57761,4.942870393,Unknown,INFP
30,Female,1,0.24998,5.480624966,7.10554,5.379981669,Unknown,INTP
23,Male,1,6.83731,6.103753832,3.41368,0.297298836,Technology,ENFP
24,Female,1,5.54304,2.293123162,6.25655,3.118764419,Unknown,ENTP
20,Male,0,7.39101,4.801870771,3.05304,5.607027501,Technology,ENFP
26,Female,0,3.5776,5.751054827,7.67845,5.242501803,Technology,INTP
25,Female,0,5.25561,4.791626663,0.68392,4.113913166,Sports,ENFP
28,Female,0,5.36745,5.862289264,2.82991,4.073337275,Unknown,ENFP
29,Female,0,2.24148,5.375159587,1.7199,6.63222024,Technology,INFJ
19,Female,0,6.38041,7.51816284,9.10647,4.393282585,Arts,ENTP
32,Male,0,8.26315,5.954972177,2.71491,4.77141046,Technology,ENFP
23,Male,0,4.20391,5.136979925,8.79121,6.414827209,Others,ENTJ
22,Male,1,5.19128,2.94712609,2.96663,2.917006303,Sports,INFP
25,Male,0,1.81305,6.949432692,5.46716,0.375269384,Unknown,INFP
20,Male,1,8.7397,3.342994548,9.55446,1.42531643,Others,ENTP
34,Male,1,1.75763,5.836829365,1.12586,4.064456603,Others,INFP
24,Male,1,3.72519,5.936491865,9.51715,4.903962164,Unknown,INTP
21,Male,0,5.56866,5.60243944,2.51718,5.166593514,Arts,ENFP
29,Male,1,0.26116,4.724049957,7.279,6.545912752,Unknown,INTP
27,Male,1,6.72567,6.455203839,4.93994,1.784927356,Sports,ESFP
29,Female,0,2.55338,6.510548739,1.35687,3.729803388,Unknown,ISFP
37,Male,0,5.90324,3.058089063,4.00592,5.907048209,Arts,ENFP
28,Female,1,0.73638,6.419138998,4.63136,3.693177315,Arts,ISTP
23,Male,0,6.84854,4.636138746,2.14744,3.271878953,Arts,ENFP
21,Male,1,7.10098,5.023944082,1.77667,3.899400156,Arts,ENFP
22,Male,1,0.07401,6.233074905,3.2426,3.650890261,Unknown,INFP
23,Female,1,7.67576,5.79895926,3.90166,4.677247777,Unknown,ENFP
30,Male,1,9.76891,4.924210735,2.02922,4.563325803,Unknown,ENFP
25,Female,0,0.05874,2.969005019,5.2048,4.451124685,Technology,INFP
26,Male,0,8.40879,5.363084028,7.3506,2.872974197,Arts,ENTP
28,Male,0,8.93285,5.418600598,9.12213,3.025581239,Unknown,ENTP
26,Male,1,0.31156,5.68422488,9.72185,6.455086259,Arts,INTP
19,Male,1,8.08052,5.711756525,0.33469,7.092402503,Unknown,ENFP
28,Male,1,2.16613,5.481526916,7.77713,3.7246295,Others,INTP
